requests_per_minute,failed_logins,unique_paths,post_get_ratio,suspicious_keywords,label
22,2,4,0.3483304655337721,1,0
19,2,7,0.4808429907988464,0,0
43,1,13,0.45903378992915556,1,0
48,0,12,0.37500815303727564,1,0
42,1,9,0.10365656934655393,1,0
44,0,9,0.43163350365786335,0,0
29,1,12,0.21038996757694078,0,0
32,2,13,0.2988490334661747,1,0
49,1,5,0.4399854065566132,0,0
23,2,4,0.3909163927833621,1,0
26,1,11,0.3217399191467457,0,0
43,2,10,0.32553965109499927,1,0
27,2,8,0.23266991782728152,1,0
21,1,12,0.24692541357850836,1,0
17,2,7,0.32271680222015875,1,0
39,1,11,0.3531868105044209,0,0
38,1,11,0.2217975643310846,1,0
40,2,4,0.32997450183845045,1,0
44,0,12,0.3688555377175883,1,0
16,2,14,0.33939717188980345,0,0
22,0,11,0.3918788633091327,1,0
40,0,14,0.3430580511515571,0,0
42,1,5,0.2030230800397225,1,0
34,2,14,0.42981082915913105,0,0
41,1,6,0.34910521135746625,1,0
11,0,12,0.3667126930226212,1,0
31,0,8,0.18957085710717508,0,0
23,0,7,0.25707632976717587,0,0
49,1,4,0.16820972162124354,0,0
17,0,3,0.34612387377302956,0,0
40,0,11,0.13936608395142946,1,0
17,1,7,0.10557342301484107,1,0
43,2,11,0.40172210006207687,0,0
32,0,12,0.3713186176225993,0,0
41,2,3,0.12568282076535509,0,0
43,1,8,0.3084472514032278,1,0
44,1,6,0.2940881858358275,1,0
23,2,7,0.37823088472730326,0,0
46,2,4,0.10264531672813293,0,0
22,1,9,0.4553283621965256,1,0
22,1,9,0.19795322499704177,0,0
10,1,10,0.48373177821094193,1,0
21,0,6,0.13446174817535972,1,0
42,2,11,0.2803125444050558,1,0
47,2,3,0.40911791073743964,1,0
43,0,11,0.37260848391155577,0,0
45,2,11,0.29621129163637705,1,0
16,2,4,0.401494399505102,0,0
38,2,12,0.2854879125184389,1,0
37,2,8,0.16239265886306262,0,0
49,0,9,0.24648835676611222,1,0
10,2,7,0.407540155118451,1,0
44,0,11,0.16151312271240373,1,0
10,0,4,0.22687923050315623,1,0
13,0,11,0.38571259838133054,1,0
49,0,5,0.4561758508950572,1,0
23,1,6,0.1633340787771715,0,0
46,0,3,0.455279116599295,1,0
38,1,8,0.1484526011570461,0,0
35,0,6,0.3147506348395198,1,0
20,2,7,0.26856792564004484,1,0
22,2,12,0.3358612160386746,0,0
42,1,4,0.44663126057431024,0,0
28,2,4,0.11892874527851705,1,0
42,0,12,0.38587190305738683,1,0
32,2,5,0.1575172286611491,0,0
32,2,7,0.28288631710098333,1,0
36,2,3,0.298141982159236,1,0
43,1,14,0.12926508071013193,0,0
48,1,3,0.4871773363666039,0,0
37,2,8,0.48850692794995654,0,0
13,0,6,0.27719374120649043,0,0
23,1,5,0.47421459176599545,0,0
38,2,7,0.3251839340018765,1,0
33,0,8,0.442020291317758,0,0
47,0,9,0.4479409784806909,0,0
14,0,14,0.34558116487094526,1,0
48,2,5,0.2990550274802616,0,0
12,2,5,0.2955150212845662,1,0
32,0,3,0.2970667708950908,1,0
34,0,5,0.4059170847885424,1,0
33,0,6,0.48606210221700097,0,0
48,0,6,0.2929114277550071,0,0
26,2,6,0.4989543586442068,0,0
45,1,14,0.4781215724632648,1,0
18,2,11,0.49371982516252677,1,0
20,1,11,0.20188318131612798,1,0
49,2,10,0.2174160158021073,1,0
33,0,10,0.1425488602196846,1,0
27,0,12,0.3100394793160167,1,0
12,1,9,0.14468382961531823,1,0
44,1,11,0.28922517396162073,0,0
30,0,12,0.48023149035713686,1,0
19,0,12,0.2822889518950662,0,0
17,1,13,0.2474895623756782,0,0
48,2,11,0.3855366269089846,1,0
26,1,8,0.36402613834023945,1,0
10,0,6,0.27924976389021017,1,0
23,2,13,0.3193136405098465,0,0
33,1,10,0.18116721146856674,1,0
47,2,12,0.2541255662129024,1,0
30,1,8,0.46811271758377304,1,0
29,2,3,0.462537217945995,1,0
31,1,10,0.11550080494503008,0,0
42,1,14,0.3102852952456921,0,0
20,2,13,0.12184596394714693,0,0
39,0,8,0.2806230704786047,0,0
19,2,3,0.14421465485634624,1,0
47,1,7,0.11664520499013822,0,0
11,1,12,0.49541001199164836,1,0
43,0,11,0.4845343501013527,0,0
23,2,12,0.1538393490184217,1,0
40,1,11,0.292420995888343,1,0
46,0,9,0.46345189581245083,0,0
45,1,12,0.4109016856484947,1,0
20,1,8,0.12771173238850853,0,0
36,0,7,0.3270625120634504,0,0
21,2,3,0.31824090096075125,1,0
39,2,7,0.3758366273262579,0,0
44,2,5,0.14802743311595679,0,0
46,0,14,0.3074966318383363,0,0
10,0,9,0.414882794546495,1,0
26,2,5,0.1656561386296267,0,0
17,0,10,0.314052570131991,0,0
49,2,5,0.21551444408712395,0,0
39,1,14,0.2946894315253169,1,0
34,0,4,0.3477967199026679,1,0
29,1,3,0.4410688897763487,0,0
29,0,14,0.31646506104052585,0,0
48,1,7,0.4245914068985328,1,0
29,2,11,0.4618799720157134,1,0
27,1,14,0.3900924302656824,0,0
37,2,14,0.37775624619440185,1,0
23,2,4,0.1862636136654154,0,0
41,2,14,0.28742751691487844,1,0
33,0,5,0.4756271271568241,0,0
33,2,8,0.3339601691022016,1,0
24,1,11,0.4115090893900929,1,0
13,1,3,0.29082337184608853,1,0
38,2,11,0.3847966493536007,1,0
45,0,9,0.31504420158189606,0,0
22,0,7,0.49189948655184024,1,0
23,1,4,0.3837200964766333,0,0
47,1,4,0.430312766638671,0,0
36,1,13,0.12972741741250712,0,0
23,2,13,0.15250381821136605,0,0
20,1,3,0.4874377451336058,0,0
12,0,5,0.11076595058492417,1,0
19,0,11,0.13572533599744885,1,0
47,1,11,0.11616046613171238,1,0
37,2,8,0.216936693905373,0,0
46,2,13,0.44298054763732386,0,0
49,0,3,0.4724812176851,1,0
17,2,7,0.22080135289447914,1,0
45,1,11,0.42647925144301146,0,0
35,0,13,0.2450380750305976,0,0
21,0,11,0.3767212166962287,0,0
46,1,12,0.4137468683476698,0,0
40,2,11,0.461194551452088,1,0
17,1,11,0.4664121892878347,0,0
30,2,11,0.30934886394497957,1,0
15,0,7,0.10062143244384716,0,0
28,0,3,0.42923018340431607,0,0
43,1,6,0.21769752909069778,1,0
21,1,5,0.2320998887048826,1,0
33,1,3,0.4174378200102803,0,0
39,0,13,0.25543737560676655,1,0
23,1,5,0.38492748229548035,1,0
40,2,14,0.1653926937599326,1,0
11,2,6,0.3687171077012531,1,0
39,0,9,0.42202406971514717,1,0
44,2,11,0.4099718049234998,1,0
34,0,7,0.19433151348024233,1,0
46,0,14,0.21617103184521677,0,0
15,2,6,0.36342271303713525,0,0
19,2,4,0.24422670226634918,0,0
47,0,9,0.3524249444659152,0,0
34,1,11,0.39514011920478076,1,0
12,1,11,0.18249034535100397,0,0
28,2,13,0.3939226200551176,1,0
47,2,12,0.24987895771870539,1,0
28,2,4,0.2858678131632193,1,0
47,2,7,0.19360680266148705,1,0
42,2,7,0.30431710453534677,0,0
10,2,4,0.35750915800685756,1,0
10,1,6,0.26676419657616646,0,0
24,2,14,0.30179418994618645,0,0
19,1,14,0.18270505661872916,1,0
42,0,8,0.3743348628072306,1,0
25,2,7,0.487546897812958,1,0
42,0,5,0.4247911605260325,0,0
37,1,8,0.1665452192614545,1,0
20,1,5,0.2983078828325313,0,0
18,2,10,0.16955831415908024,1,0
17,2,14,0.49325095226420856,0,0
45,1,10,0.38345704960463145,1,0
48,1,6,0.17331137045173672,0,0
36,1,13,0.41297269207649334,0,0
36,2,4,0.4316869705878923,1,0
16,2,9,0.32639366188547314,1,0
48,1,12,0.2613929659804218,0,0
43,2,9,0.39861046476337836,0,0
17,1,4,0.23014752058772628,0,0
34,2,11,0.24332423175226509,0,0
34,2,11,0.4578593244525325,1,0
37,2,6,0.4115840715197183,1,0
15,2,10,0.3498698753777092,0,0
41,1,8,0.2159512408575855,0,0
27,0,7,0.36681227549902107,0,0
41,0,14,0.14578540781053012,1,0
10,0,4,0.42622028822128666,1,0
44,0,5,0.49023132971546424,1,0
28,1,9,0.3929090915857799,0,0
47,2,6,0.10095566135549601,0,0
21,2,8,0.13248119019843696,0,0
48,0,11,0.15965433555134287,0,0
49,2,10,0.3203995820940714,0,0
37,0,3,0.43079980012057917,1,0
20,0,4,0.17380433290655678,0,0
10,0,10,0.224472345334863,0,0
39,0,13,0.350067342077768,1,0
49,0,14,0.3757879310396457,1,0
35,2,4,0.1956346284238833,0,0
35,2,14,0.22171024946995704,0,0
30,1,10,0.3068473959441582,1,0
40,0,10,0.2222163274284569,1,0
38,2,14,0.43979282346095994,1,0
20,0,13,0.16865322844863356,0,0
24,1,6,0.36124422371491716,0,0
42,0,11,0.3003034975375587,0,0
29,2,14,0.22767629185157623,0,0
15,2,5,0.13230654389955548,1,0
12,1,9,0.33667226384751026,0,0
23,1,3,0.40931374155492595,1,0
32,0,12,0.46664507609413686,0,0
37,0,9,0.13162159201274132,0,0
28,0,11,0.20107690325594582,1,0
37,0,13,0.12789834024762992,1,0
24,0,6,0.18997913532503127,0,0
24,1,13,0.21009990396638176,0,0
39,0,14,0.15390398232045566,1,0
22,1,3,0.31893747364968306,0,0
10,1,8,0.47053194865832204,0,0
45,0,11,0.21827477196927814,1,0
11,2,4,0.22367475842793622,0,0
16,0,13,0.266144011706879,1,0
43,1,13,0.3201951855963402,0,0
19,0,5,0.35367347954026884,0,0
46,1,14,0.39732252027370185,0,0
40,2,3,0.23130490430326855,1,0
49,1,3,0.22330109018424463,0,0
38,0,14,0.4560016942071168,0,0
26,1,8,0.35682014134426987,1,0
45,0,3,0.18571321367056784,0,0
28,0,12,0.17332530233430643,1,0
10,2,4,0.4768886801028761,1,0
28,2,6,0.1308850314109607,0,0
43,2,12,0.32806193382435056,0,0
36,2,4,0.3553210939933542,0,0
26,2,10,0.3825875907285232,1,0
38,1,6,0.31523631930581086,1,0
27,2,7,0.39708275432688545,1,0
29,0,10,0.22457684778857778,0,0
31,0,9,0.3510847788565056,1,0
48,0,9,0.4860950205955108,0,0
19,2,14,0.13670589499790264,0,0
36,0,3,0.20894090543709054,1,0
707,10,38,1.2294931747418967,1,1
602,14,72,3.744576149046187,1,1
770,17,99,4.664613369406695,1,1
403,6,42,4.07216594146991,1,1
960,5,67,4.8949764502240125,1,1
544,18,77,4.360457707213191,1,1
887,16,49,4.158954688752306,1,1
822,5,77,3.714509254505458,1,1
324,10,71,3.2988750416827424,1,1
368,19,62,2.8545692613947193,1,1
241,5,66,1.0293351818911094,1,1
372,18,76,3.6052894977653422,1,1
826,6,97,2.1032835078570757,1,1
313,8,62,1.1780994704448768,1,1
559,6,88,3.5281266506736833,1,1
210,15,74,1.6208968217017312,1,1
369,14,83,1.1508796147401164,1,1
800,10,48,3.9615707076662865,1,1
534,12,43,4.153901930444405,1,1
244,13,54,3.6727614299747846,1,1
349,5,90,4.492628542674156,1,1
231,6,60,2.0817074623143483,1,1
734,8,36,1.9284800022354953,1,1
760,10,61,3.5406103442343855,1,1
222,8,87,2.010897922888432,1,1
730,15,31,3.614306424024615,1,1
978,18,95,4.575589173188011,1,1
297,14,44,3.5681254160964433,1,1
748,9,85,2.4668554567878545,1,1
421,11,93,1.022064182014439,1,1
473,5,90,2.6115582883610924,1,1
705,17,36,2.5535825746162084,1,1
826,9,86,1.0912063827174459,1,1
326,18,96,4.412257809099486,1,1
689,18,70,1.3333938147821978,1,1
240,15,45,2.819056932870111,1,1
581,19,75,1.0577996292289291,1,1
234,15,32,3.2411618043132937,1,1
381,11,61,1.0131308887781372,1,1
513,10,73,4.158254500597595,1,1
639,12,47,1.839109737658374,1,1
246,7,57,2.64438822672177,1,1
277,7,95,2.997962836713191,1,1
832,15,87,3.992385914849512,1,1
804,18,52,3.9123206493753715,1,1
293,6,65,2.4887890975652764,1,1
824,12,38,3.7258665927240004,1,1
752,17,97,1.1885127302212593,1,1
549,12,37,1.7664080422810247,1,1
490,14,60,4.35427327198434,1,1
259,11,55,3.07044528343687,1,1
960,19,72,1.6881085845324404,1,1
397,16,61,1.3274950544050608,1,1
663,6,31,1.2930522896027843,1,1
779,6,68,3.605895866259918,1,1
214,5,43,4.449981646604074,1,1
339,9,72,4.324535268898825,1,1
750,14,31,3.4489861964967425,1,1
446,15,32,3.7059823274707755,1,1
780,8,92,1.1058104790722254,1,1
645,13,49,1.3278522203445182,1,1
315,12,57,2.6933164524461093,1,1
841,13,39,3.3772816367915994,1,1
522,17,41,2.5852706040782176,1,1
666,7,88,4.097285217738826,1,1
572,8,88,3.1665894577465914,1,1
340,14,64,2.3028176329792194,1,1
409,19,43,1.8222478591018914,1,1
333,5,55,3.116777529206532,1,1
202,13,33,3.2995171646070767,1,1
386,9,38,2.369568120635521,1,1
885,7,79,1.4367410604821318,1,1
769,13,49,4.637522183604373,1,1
708,12,42,1.3088912679027906,1,1
503,15,87,2.912504541706554,1,1
250,11,30,1.1758634486739359,1,1
577,14,70,1.4495581643194009,1,1
428,8,85,4.136981853048523,1,1
931,15,30,1.2600763029338529,1,1
809,18,76,1.3781252332315024,1,1
381,10,70,3.8042837363584088,1,1
786,15,61,1.9782367531947203,1,1
323,9,97,4.135917723124839,1,1
819,9,46,2.5690480088903263,1,1
389,6,41,4.169904165455701,1,1
581,19,88,3.5930059553129015,1,1
449,8,64,2.828045440428327,1,1
987,17,69,3.668014024780958,1,1
394,13,92,2.1987717863041367,1,1
709,13,37,2.782691758293827,1,1
205,7,45,4.902727772040659,1,1
556,6,88,3.999632416355095,1,1
814,19,83,1.1603424061618735,1,1
282,10,52,3.5178544056479324,1,1
310,16,52,1.1733369447357744,1,1
531,13,47,4.1116619034672635,1,1
536,9,64,1.2721305404996626,1,1
664,16,87,4.974735700166451,1,1
679,11,54,3.635289536597057,1,1
794,9,97,2.510145259710684,1,1
721,15,36,1.6974756517592438,1,1
793,9,39,4.206962324677567,1,1
415,12,81,1.217500436788585,1,1
703,14,78,1.8513075637104368,1,1
689,15,81,4.169038069932423,1,1
582,14,51,1.2154263876834568,1,1
920,6,63,3.6901457069925763,1,1
754,17,30,4.523925249453526,1,1
782,11,93,1.84762234270177,1,1
450,17,35,1.2292894370615746,1,1
480,11,40,3.879504998136999,1,1
281,5,40,3.6321329769405652,1,1
628,7,33,1.7459127407506205,1,1
785,18,55,4.721744678969072,1,1
788,13,33,3.3408508118606677,1,1
515,6,39,2.3884350276099675,1,1
695,19,41,4.15888083533012,1,1
315,12,91,1.3019802145536774,1,1
939,17,99,2.648994868430852,1,1
812,13,45,4.232452945225235,1,1
808,11,90,3.7469357914699133,1,1
269,13,35,2.6158359170921344,1,1
477,11,65,3.8671158787407727,1,1
343,19,77,1.735086873178647,1,1
508,18,78,4.663080890413344,1,1
636,9,42,1.9584995746033003,1,1
965,6,61,1.4000128741323556,1,1
253,12,74,4.405763612778614,1,1
457,10,32,3.065949032656,1,1
303,19,56,4.486203776541815,1,1
659,6,67,1.6530736538338866,1,1
292,16,79,2.7494558599486285,1,1
890,15,77,2.0511666511856106,1,1
524,17,74,2.767095091668087,1,1
781,12,73,2.938101524267962,1,1
283,19,31,2.348706268568559,1,1
669,16,88,1.1417692563794808,1,1
817,17,35,3.176136970116996,1,1
583,10,31,3.8319829861630996,1,1
296,18,98,4.562908562234117,1,1
988,10,31,2.0785600715888957,1,1
684,14,98,2.351270402444583,1,1
437,5,76,3.453548360348439,1,1
801,8,82,2.813785926215258,1,1
585,9,80,1.9918787983973094,1,1
475,12,52,2.3815432226224234,1,1
610,7,84,1.3882259436332158,1,1
873,18,48,4.560881282879583,1,1
533,10,95,2.8655227462500457,1,1
961,19,32,1.513754452206867,1,1
512,17,85,4.821770338899523,1,1
632,11,95,2.070567652479222,1,1
401,5,79,2.762801726506004,1,1
453,9,92,3.765899051881619,1,1
391,15,76,3.8040413027080913,1,1
510,13,44,3.1347089334478833,1,1
674,16,48,1.5203314472965066,1,1
733,17,58,3.5941764467892283,1,1
220,9,51,4.606783785875677,1,1
879,7,43,4.177745940431852,1,1
307,14,41,2.6918108812861656,1,1
363,8,92,3.0045208922632174,1,1
699,18,64,2.392436828153646,1,1
226,13,50,1.8466339455912162,1,1
610,8,37,2.7613377542973607,1,1
252,7,93,2.0460065646830103,1,1
712,19,42,3.760880637807882,1,1
952,5,36,4.967474760608598,1,1
557,7,81,2.9884276193127564,1,1
239,7,83,3.218050248387794,1,1
237,5,71,1.7449179969077102,1,1
882,14,33,3.7208899476889825,1,1
719,16,44,1.7188659404418134,1,1
692,13,66,1.4044049999703927,1,1
885,16,33,4.38933910844804,1,1
281,16,57,3.5959468357011057,1,1
868,5,63,4.883010097325613,1,1
905,12,57,3.002559923381572,1,1
428,17,55,1.7735835616526434,1,1
635,15,34,3.0974711895134157,1,1
514,9,49,4.30753551914891,1,1
676,15,61,2.7500349652343328,1,1
740,17,48,4.198292848393436,1,1
949,11,77,2.568498801424695,1,1
536,16,90,2.046220802818725,1,1
844,8,44,2.3570158355580557,1,1
665,17,46,1.355706536780931,1,1
311,10,42,4.7465718161593315,1,1
293,5,55,1.1244412022505128,1,1
329,9,70,4.6285516126150625,1,1
694,15,63,2.993457388729948,1,1
223,12,67,3.4818077787839674,1,1
229,12,96,1.3035883584162513,1,1
253,18,69,2.6915756182576507,1,1
538,17,77,1.8650128833568642,1,1
786,13,38,2.6589243437665733,1,1
381,19,43,4.0564570142760985,1,1
247,19,96,4.534815795241721,1,1
719,6,70,4.504718450043303,1,1
440,17,91,2.6696057893985428,1,1
